epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,307.608,1.78382,0.89886,1.00128,0.59882,0.35792,0.38747,0.17014,2.00856,1.16147,1.14481,0.000713,0.000713,0.000713
67,312.007,1.70468,0.8964,1.00045,0.59488,0.36199,0.38951,0.16974,2.00389,1.14779,1.15379,0.0006932,0.0006932,0.0006932
68,316.322,1.84332,0.91252,0.99109,0.61417,0.35581,0.39423,0.17335,2.00276,1.20034,1.1462,0.0006734,0.0006734,0.0006734
69,320.412,1.58462,0.87604,1.00562,0.61642,0.3448,0.39239,0.17003,2.01761,1.2748,1.14458,0.0006536,0.0006536,0.0006536
70,324.613,1.73798,0.87521,0.989,0.59035,0.36414,0.39581,0.17235,2.01395,1.19432,1.13955,0.0006338,0.0006338,0.0006338
71,328.716,1.57632,0.83883,0.99257,0.63512,0.35953,0.3934,0.16992,2.0103,1.1604,1.13749,0.000614,0.000614,0.000614
72,333.273,1.87024,0.87989,0.96824,0.64034,0.36475,0.40373,0.17424,1.98952,1.1744,1.13324,0.0005942,0.0005942,0.0005942
73,338.356,1.77829,0.87128,0.98145,0.60221,0.3755,0.40531,0.17706,1.98904,1.19433,1.14002,0.0005744,0.0005744,0.0005744
74,343.512,1.76373,0.85134,0.99399,0.6152,0.36324,0.39697,0.17455,1.98086,1.19529,1.12974,0.0005546,0.0005546,0.0005546
75,347.752,1.6796,0.85709,0.9832,0.63918,0.36076,0.39234,0.17351,1.96914,1.15433,1.13047,0.0005348,0.0005348,0.0005348
76,352.104,1.75699,0.8517,0.96047,0.64332,0.36162,0.39701,0.17435,1.99208,1.20055,1.12822,0.000515,0.000515,0.000515
77,356.19,1.68439,0.83961,0.97613,0.6518,0.35309,0.39809,0.17656,1.97945,1.20489,1.13507,0.0004952,0.0004952,0.0004952
78,360.789,1.72045,0.87266,0.98643,0.64424,0.35554,0.39786,0.17423,1.99357,1.20789,1.13715,0.0004754,0.0004754,0.0004754
79,365.078,1.67666,0.87166,0.98773,0.63205,0.36338,0.39609,0.1767,1.9665,1.17251,1.13519,0.0004556,0.0004556,0.0004556
80,369.274,1.65751,0.84254,0.97231,0.62921,0.36045,0.39995,0.1772,1.97984,1.17867,1.14178,0.0004358,0.0004358,0.0004358
81,373.517,1.54783,0.83172,0.98321,0.6446,0.36936,0.40634,0.1793,1.96344,1.16351,1.13889,0.000416,0.000416,0.000416
82,378.472,1.67368,0.85182,0.98751,0.65752,0.37488,0.41471,0.18174,1.95456,1.15165,1.13877,0.0003962,0.0003962,0.0003962
83,383.669,1.57689,0.81354,0.96985,0.64181,0.37335,0.41213,0.1856,1.94876,1.12842,1.138,0.0003764,0.0003764,0.0003764
84,388.734,1.63797,0.84743,0.99494,0.62865,0.37007,0.40781,0.18294,1.9611,1.17136,1.14143,0.0003566,0.0003566,0.0003566
85,393.011,1.67982,0.85185,0.97193,0.62927,0.36874,0.40698,0.18218,1.96533,1.1493,1.1382,0.0003368,0.0003368,0.0003368
86,397.338,1.63934,0.82773,0.96366,0.61642,0.37335,0.40683,0.18134,1.9731,1.18556,1.13852,0.000317,0.000317,0.000317
87,401.879,1.59924,0.82243,0.97851,0.61725,0.36782,0.41044,0.18357,1.97922,1.20785,1.14625,0.0002972,0.0002972,0.0002972
88,406.146,1.67467,0.81653,0.9681,0.64115,0.36475,0.40845,0.18361,1.988,1.20103,1.15066,0.0002774,0.0002774,0.0002774
89,410.349,1.52657,0.84165,0.99811,0.65061,0.36248,0.40874,0.18198,1.98187,1.19196,1.15153,0.0002576,0.0002576,0.0002576
90,415.045,1.6164,0.81574,0.99371,0.63882,0.36385,0.40657,0.18093,1.98099,1.17725,1.14819,0.0002378,0.0002378,0.0002378
91,422.239,1.58113,0.81418,0.98079,0.63714,0.36874,0.40501,0.17944,1.97535,1.17569,1.14281,0.000218,0.000218,0.000218
92,426.435,1.51469,0.77314,0.95408,0.63016,0.36905,0.40168,0.17883,1.96506,1.15186,1.137,0.0001982,0.0001982,0.0001982
93,430.561,1.50216,0.77878,0.96081,0.63025,0.37857,0.40626,0.17999,1.95288,1.13748,1.13051,0.0001784,0.0001784,0.0001784
94,434.869,1.5438,0.78762,0.95965,0.63404,0.38256,0.40867,0.1807,1.95256,1.13534,1.13582,0.0001586,0.0001586,0.0001586
95,439.047,1.55751,0.79764,0.97118,0.63737,0.37673,0.40642,0.18138,1.95804,1.13509,1.13614,0.0001388,0.0001388,0.0001388
96,443.375,1.50931,0.80359,0.95475,0.64006,0.3712,0.40613,0.18167,1.96148,1.15197,1.13755,0.000119,0.000119,0.000119
97,447.606,1.54225,0.7678,0.9325,0.64084,0.36905,0.40779,0.18119,1.96006,1.16626,1.13978,9.92e-05,9.92e-05,9.92e-05
98,451.72,1.40325,0.74873,0.97485,0.64942,0.364,0.4063,0.1833,1.95666,1.16999,1.13641,7.94e-05,7.94e-05,7.94e-05
99,455.98,1.51001,0.76848,0.95944,0.63889,0.37028,0.40956,0.18402,1.95224,1.16266,1.13612,5.96e-05,5.96e-05,5.96e-05
100,459.98,1.60102,0.82283,0.96051,0.6451,0.37089,0.40909,0.18378,1.94983,1.15686,1.13569,3.98e-05,3.98e-05,3.98e-05
