epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,191435,0.79272,1.01424,1.07264,0.80269,0.84937,0.87111,0.70891,0.58535,0.48452,0.89374,0.000892,0.000892,0.000892
186,192465,0.78389,1.00537,1.06832,0.80638,0.84949,0.87295,0.71189,0.58232,0.47967,0.89185,0.0008425,0.0008425,0.0008425
187,193495,0.78321,1.00011,1.06866,0.80478,0.85276,0.87436,0.71344,0.58072,0.47488,0.891,0.000793,0.000793,0.000793
188,194524,0.76804,0.98761,1.06028,0.80595,0.85619,0.87544,0.71416,0.5779,0.47228,0.88993,0.0007435,0.0007435,0.0007435
189,195556,0.76644,0.9779,1.06206,0.80815,0.85916,0.87725,0.71589,0.57622,0.46931,0.88917,0.000694,0.000694,0.000694
190,196585,0.75972,0.96743,1.06129,0.8104,0.85665,0.87787,0.7176,0.57438,0.46552,0.88822,0.0006445,0.0006445,0.0006445
191,197624,0.68614,0.6658,0.98092,0.81455,0.85774,0.87981,0.7216,0.57017,0.45836,0.8858,0.000595,0.000595,0.000595
192,198663,0.67226,0.64512,0.9727,0.81654,0.86055,0.88252,0.72575,0.56634,0.45041,0.88323,0.0005455,0.0005455,0.0005455
193,199704,0.66329,0.62502,0.96371,0.82252,0.86071,0.88631,0.7304,0.56201,0.44201,0.88065,0.000496,0.000496,0.000496
194,200743,0.65052,0.61935,0.96386,0.82105,0.86643,0.88894,0.73414,0.55741,0.43577,0.87794,0.0004465,0.0004465,0.0004465
195,201779,0.64423,0.60333,0.96089,0.82577,0.86476,0.88935,0.73767,0.55333,0.43172,0.87503,0.000397,0.000397,0.000397
196,202819,0.63094,0.59469,0.95542,0.82849,0.86725,0.89155,0.74077,0.54934,0.426,0.87275,0.0003475,0.0003475,0.0003475
197,203858,0.62089,0.57831,0.95131,0.8356,0.86538,0.89406,0.74441,0.54481,0.42052,0.86998,0.000298,0.000298,0.000298
198,204897,0.61239,0.56915,0.94774,0.83744,0.8653,0.89619,0.74717,0.54156,0.41578,0.86757,0.0002485,0.0002485,0.0002485
199,205941,0.59854,0.55933,0.94019,0.83874,0.86912,0.89708,0.74913,0.53797,0.41176,0.86575,0.000199,0.000199,0.000199
200,206980,0.59381,0.55204,0.93883,0.84019,0.8699,0.89923,0.75162,0.53521,0.40842,0.86399,0.0001495,0.0001495,0.0001495
