epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
58,65289.5,1.08168,1.40293,1.24041,0.69912,0.71969,0.74685,0.56323,0.7803,0.78262,1.008,0.004357,0.004357,0.004357
59,66416.3,1.08099,1.40982,1.23721,0.70312,0.71885,0.7488,0.56533,0.77775,0.77957,1.00632,0.004258,0.004258,0.004258
60,67542.7,1.07071,1.39376,1.23124,0.70738,0.71754,0.74851,0.56677,0.77491,0.77695,1.00552,0.004159,0.004159,0.004159
61,68668.9,1.06462,1.39149,1.23309,0.70362,0.72234,0.75138,0.56895,0.77374,0.77348,1.00476,0.00406,0.00406,0.00406
62,69792.6,1.0611,1.37749,1.22429,0.71173,0.72219,0.75403,0.57151,0.7701,0.76902,1.0024,0.003961,0.003961,0.003961
63,70923.9,1.04845,1.36035,1.22214,0.7161,0.72001,0.75508,0.57314,0.76572,0.76277,0.99979,0.003862,0.003862,0.003862
64,72049.5,1.05449,1.36959,1.22037,0.71467,0.72406,0.7578,0.57521,0.76155,0.75793,0.99714,0.003763,0.003763,0.003763
65,73173.5,1.04728,1.36802,1.21376,0.71367,0.72818,0.75845,0.57615,0.75978,0.75519,0.99497,0.003664,0.003664,0.003664
66,74292.8,1.04892,1.36149,1.21182,0.71322,0.72515,0.75911,0.5772,0.75843,0.75161,0.99266,0.003565,0.003565,0.003565
67,75423.6,1.04518,1.35231,1.20801,0.71366,0.7293,0.76002,0.57982,0.75761,0.74783,0.99087,0.003466,0.003466,0.003466
68,76542.7,1.03472,1.33303,1.2074,0.717,0.72516,0.76076,0.58022,0.75546,0.74279,0.98889,0.003367,0.003367,0.003367
69,77663.5,1.0271,1.3257,1.20514,0.71863,0.72624,0.76279,0.58239,0.75468,0.73894,0.98909,0.003268,0.003268,0.003268
70,78784.2,1.02801,1.32707,1.20537,0.72187,0.72712,0.76509,0.5839,0.75261,0.73438,0.98808,0.003169,0.003169,0.003169
71,79906.2,1.02166,1.32582,1.19685,0.72716,0.72712,0.76738,0.58606,0.74833,0.72982,0.98496,0.00307,0.00307,0.00307
72,81035.2,1.01874,1.3199,1.19622,0.72731,0.73091,0.76926,0.58842,0.74622,0.72529,0.98292,0.002971,0.002971,0.002971
73,82158.3,1.00864,1.31439,1.19171,0.72734,0.73138,0.77097,0.59056,0.74204,0.72003,0.98119,0.002872,0.002872,0.002872
74,83283.6,1.00277,1.29923,1.18738,0.72729,0.73761,0.77312,0.59269,0.74109,0.71579,0.97947,0.002773,0.002773,0.002773
75,84412.7,1.00269,1.29602,1.1864,0.72719,0.74026,0.77554,0.59448,0.74031,0.70996,0.97842,0.002674,0.002674,0.002674
76,85532.3,0.98854,1.28553,1.18231,0.7333,0.73644,0.77674,0.59625,0.73882,0.70625,0.97704,0.002575,0.002575,0.002575
77,86652.6,0.98559,1.2708,1.17664,0.72781,0.74119,0.77853,0.59928,0.73565,0.69857,0.97508,0.002476,0.002476,0.002476
78,87777.9,0.97768,1.26964,1.1742,0.7254,0.74525,0.78109,0.60229,0.73229,0.69262,0.9734,0.002377,0.002377,0.002377
79,88903.8,0.97131,1.25731,1.16949,0.73236,0.74166,0.78152,0.60347,0.72902,0.68555,0.97117,0.002278,0.002278,0.002278
80,90031.5,0.96363,1.25802,1.16983,0.72653,0.75297,0.78466,0.60598,0.72572,0.6795,0.96974,0.002179,0.002179,0.002179
81,91158.3,0.97453,1.2577,1.17077,0.73038,0.75593,0.78683,0.60924,0.72103,0.67262,0.96647,0.00208,0.00208,0.00208
82,92283.5,0.94994,1.23547,1.15633,0.734,0.75239,0.78934,0.61244,0.71728,0.66536,0.96387,0.001981,0.001981,0.001981
83,93409.3,0.94444,1.21708,1.15293,0.73539,0.75431,0.79177,0.61511,0.71367,0.65971,0.96126,0.001882,0.001882,0.001882
84,94533.5,0.93926,1.21263,1.14783,0.74339,0.75515,0.79528,0.61812,0.71128,0.65223,0.95992,0.001783,0.001783,0.001783
85,95654.5,0.93219,1.18906,1.14464,0.73765,0.76405,0.79804,0.62096,0.70918,0.64524,0.95843,0.001684,0.001684,0.001684
86,96781.6,0.92256,1.18921,1.13783,0.73616,0.76862,0.79982,0.62414,0.70761,0.63945,0.95665,0.001585,0.001585,0.001585
87,97906.2,0.91725,1.18412,1.13886,0.74023,0.76846,0.80231,0.62694,0.70322,0.63465,0.95333,0.001486,0.001486,0.001486
88,99030.3,0.90471,1.16612,1.13088,0.74116,0.77049,0.80314,0.62949,0.69928,0.62853,0.95072,0.001387,0.001387,0.001387
89,100151,0.89711,1.15471,1.12848,0.74652,0.77549,0.80649,0.63238,0.69602,0.62205,0.94888,0.001288,0.001288,0.001288
90,101277,0.88603,1.14063,1.12368,0.74732,0.78031,0.8095,0.63524,0.69273,0.61529,0.94769,0.001189,0.001189,0.001189
91,102406,0.83016,0.83746,1.04835,0.75228,0.78311,0.81453,0.6409,0.68627,0.60403,0.94386,0.00109,0.00109,0.00109
92,103532,0.81875,0.81316,1.04266,0.75497,0.78588,0.81862,0.64645,0.68,0.59433,0.94029,0.000991,0.000991,0.000991
93,104656,0.81247,0.81125,1.03916,0.76516,0.78591,0.82302,0.65169,0.67523,0.58445,0.93708,0.000892,0.000892,0.000892
94,105779,0.80256,0.78826,1.03553,0.76796,0.79277,0.82758,0.65706,0.67043,0.57541,0.93368,0.000793,0.000793,0.000793
95,106904,0.78079,0.7641,1.02309,0.77449,0.79305,0.83199,0.66229,0.6638,0.56424,0.92977,0.000694,0.000694,0.000694
96,108028,0.76359,0.74537,1.01205,0.77917,0.79331,0.83552,0.66651,0.65908,0.55344,0.92681,0.000595,0.000595,0.000595
97,109153,0.74966,0.72941,1.00746,0.79317,0.79111,0.83861,0.67055,0.653,0.5438,0.9231,0.000496,0.000496,0.000496
98,110277,0.7416,0.70486,1.00007,0.79904,0.79495,0.84292,0.67471,0.64927,0.53521,0.92068,0.000397,0.000397,0.000397
99,111400,0.72972,0.69438,0.99748,0.80404,0.7962,0.84637,0.67876,0.6456,0.52712,0.91863,0.000298,0.000298,0.000298
100,112523,0.71188,0.67797,0.98605,0.80572,0.79996,0.84822,0.68128,0.64167,0.52145,0.91564,0.000199,0.000199,0.000199
